id,duration,wavlink,start,stop,speaker_id
525-M-29__00,1.711,/data/processed/speech/zalo_challenge/dataset/525-M-29/525-25.wav,0,48000,525-M-29
525-M-29__1,3.519,/data/processed/speech/zalo_challenge/dataset/525-M-29/525-4.wav,0,48000,525-M-29
525-M-29__00,1.6845625,/data/processed/speech/zalo_challenge/dataset/525-M-29/525-14.wav,0,48000,525-M-29
525-M-29__1,3.316125,/data/processed/speech/zalo_challenge/dataset/525-M-29/525-30.wav,0,48000,525-M-29
525-M-29__00,1.04075,/data/processed/speech/zalo_challenge/dataset/525-M-29/525-33.wav,0,48000,525-M-29
525-M-29__1,3.4484375,/data/processed/speech/zalo_challenge/dataset/525-M-29/525-28.wav,0,48000,525-M-29
525-M-29__00,2.2401875,/data/processed/speech/zalo_challenge/dataset/525-M-29/525-18.wav,0,48000,525-M-29
525-M-29__00,2.0638125,/data/processed/speech/zalo_challenge/dataset/525-M-29/525-8.wav,0,48000,525-M-29
800-M-27__00,1.0475625,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-11.wav,0,48000,800-M-27
800-M-27__00,2.362125,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-8.wav,0,48000,800-M-27
800-M-27__00,1.2940625,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-18.wav,0,48000,800-M-27
800-M-27__00,1.088625,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-4.wav,0,48000,800-M-27
800-M-27__00,2.3005,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-21.wav,0,48000,800-M-27
800-M-27__1,4.21075,/data/processed/speech/zalo_challenge/dataset/800-M-27/800.wav,0,48000,800-M-27
800-M-27__00,2.1361875,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-3.wav,0,48000,800-M-27
800-M-27__00,1.335125,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-9.wav,0,48000,800-M-27
800-M-27__1,4.7858125,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-14.wav,0,48000,800-M-27
800-M-27__1,4.8474375,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-20.wav,0,48000,800-M-27
800-M-27__1,5.25825,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-19.wav,0,48000,800-M-27
800-M-27__00,2.7113125,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-10.wav,0,48000,800-M-27
800-M-27__00,1.725375,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-12.wav,0,48000,800-M-27
800-M-27__1,5.6485,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-7.wav,0,48000,800-M-27
800-M-27__00,1.5610625,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-15.wav,0,48000,800-M-27
800-M-27__1,6.3674375,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-22.wav,0,48000,800-M-27
800-M-27__2,6.3674375,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-22.wav,48000,96000,800-M-27
800-M-27__00,1.93075,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-6.wav,0,48000,800-M-27
800-M-27__00,1.2529375,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-17.wav,0,48000,800-M-27
800-M-27__00,2.2799375,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-13.wav,0,48000,800-M-27
800-M-27__1,5.6895625,/data/processed/speech/zalo_challenge/dataset/800-M-27/800-16.wav,0,48000,800-M-27
516-F-24__00,1.397125,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-29.wav,0,48000,516-F-24
516-F-24__00,1.913875,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-14.wav,0,48000,516-F-24
516-F-24__00,1.5263125,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-24.wav,0,48000,516-F-24
516-F-24__00,1.89475,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-19.wav,0,48000,516-F-24
516-F-24__1,3.019125,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-15.wav,0,48000,516-F-24
516-F-24__00,1.220125,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-10.wav,0,48000,516-F-24
516-F-24__00,1.9665,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-16.wav,0,48000,516-F-24
516-F-24__00,2.2918125,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-20.wav,0,48000,516-F-24
516-F-24__00,2.746375,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-4.wav,0,48000,516-F-24
516-F-24__1,3.086125,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-30.wav,0,48000,516-F-24
516-F-24__00,2.7225,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-31.wav,0,48000,516-F-24
516-F-24__1,4.990375,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-6.wav,0,48000,516-F-24
516-F-24__00,1.4736875,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-9.wav,0,48000,516-F-24
516-F-24__1,4.18175,/data/processed/speech/zalo_challenge/dataset/516-F-24/516.wav,0,48000,516-F-24
516-F-24__00,1.0383125,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-18.wav,0,48000,516-F-24
516-F-24__00,1.5598125,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-8.wav,0,48000,516-F-24
516-F-24__1,6.55975,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-28.wav,0,48000,516-F-24
516-F-24__2,6.55975,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-28.wav,48000,96000,516-F-24
516-F-24__00,1.76075,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-21.wav,0,48000,516-F-24
516-F-24__00,1.464125,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-7.wav,0,48000,516-F-24
516-F-24__1,3.52625,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-13.wav,0,48000,516-F-24
516-F-24__00,1.4928125,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-3.wav,0,48000,516-F-24
516-F-24__00,1.20575,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-12.wav,0,48000,516-F-24
516-F-24__1,3.4305625,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-26.wav,0,48000,516-F-24
516-F-24__00,1.3540625,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-27.wav,0,48000,516-F-24
516-F-24__00,1.3573125,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-11-2.wav,0,48000,516-F-24
516-F-24__00,1.9335625,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-22-2.wav,0,48000,516-F-24
516-F-24__00,1.134,/data/processed/speech/zalo_challenge/dataset/516-F-24/516-23.wav,0,48000,516-F-24
565-F-26__00,1.670375,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-5.wav,0,48000,565-F-26
565-F-26__00,2.5546875,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-19.wav,0,48000,565-F-26
565-F-26__00,1.5966875,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-25.wav,0,48000,565-F-26
565-F-26__1,3.0705,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-12.wav,0,48000,565-F-26
565-F-26__1,3.2424375,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-30.wav,0,48000,565-F-26
565-F-26__00,1.866875,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-9.wav,0,48000,565-F-26
565-F-26__00,2.5546875,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-23.wav,0,48000,565-F-26
565-F-26__00,2.5055625,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-3.wav,0,48000,565-F-26
565-F-26__00,2.2599375,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-4.wav,0,48000,565-F-26
565-F-26__1,7.541125,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-22.wav,0,48000,565-F-26
565-F-26__2,7.541125,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-22.wav,48000,96000,565-F-26
565-F-26__1,3.73375,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-13.wav,0,48000,565-F-26
565-F-26__00,1.1545,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-7.wav,0,48000,565-F-26
565-F-26__00,1.4246875,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-11.wav,0,48000,565-F-26
565-F-26__00,2.923125,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-16.wav,0,48000,565-F-26
565-F-26__00,1.768625,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-20.wav,0,48000,565-F-26
565-F-26__00,2.6529375,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-26.wav,0,48000,565-F-26
565-F-26__00,1.375625,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-18.wav,0,48000,565-F-26
565-F-26__1,3.8074375,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-14.wav,0,48000,565-F-26
565-F-26__00,1.42475,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-F-26.wav,0,48000,565-F-26
565-F-26__00,1.9405625,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-8.wav,0,48000,565-F-26
565-F-26__1,10.6361875,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-28.wav,0,48000,565-F-26
565-F-26__2,10.6361875,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-28.wav,48000,96000,565-F-26
565-F-26__3,10.6361875,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-28.wav,96000,144000,565-F-26
565-F-26__00,1.5475625,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-24.wav,0,48000,565-F-26
565-F-26__1,11.2011875,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-29.wav,0,48000,565-F-26
565-F-26__2,11.2011875,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-29.wav,48000,96000,565-F-26
565-F-26__3,11.2011875,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-29.wav,96000,144000,565-F-26
565-F-26__00,2.1861875,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-2.wav,0,48000,565-F-26
565-F-26__1,4.225,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-27.wav,0,48000,565-F-26
565-F-26__1,7.7130625,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-15.wav,0,48000,565-F-26
565-F-26__2,7.7130625,/data/processed/speech/zalo_challenge/dataset/565-F-26/565-15.wav,48000,96000,565-F-26
581-M-29__1,3.55,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-19.wav,0,48000,581-M-29
581-M-29__00,2.2459375,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-5.wav,0,48000,581-M-29
581-M-29__1,4.0933125,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-32.wav,0,48000,581-M-29
581-M-29__00,1.8836875,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-6.wav,0,48000,581-M-29
581-M-29__1,3.332625,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-15.wav,0,48000,581-M-29
581-M-29__00,1.6663125,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-M-29.wav,0,48000,581-M-29
581-M-29__1,3.7673125,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-17.wav,0,48000,581-M-29
581-M-29__1,6.7376875,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-14.wav,0,48000,581-M-29
581-M-29__2,6.7376875,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-14.wav,48000,96000,581-M-29
581-M-29__00,2.3908125,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-16.wav,0,48000,581-M-29
581-M-29__00,1.956125,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-10.wav,0,48000,581-M-29
581-M-29__1,7.0999375,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-3.wav,0,48000,581-M-29
581-M-29__2,7.0999375,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-3.wav,48000,96000,581-M-29
581-M-29__00,2.101,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-8.wav,0,48000,581-M-29
581-M-29__00,1.231625,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-11.wav,0,48000,581-M-29
581-M-29__00,1.5214375,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-28.wav,0,48000,581-M-29
581-M-29__00,2.3908125,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-2.wav,0,48000,581-M-29
581-M-29__00,2.318375,/data/processed/speech/zalo_challenge/dataset/581-M-29/581.wav,0,48000,581-M-29
581-M-29__1,4.23825,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-31.wav,0,48000,581-M-29
581-M-29__00,1.73875,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-23.wav,0,48000,581-M-29
581-M-29__00,1.6663125,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-30.wav,0,48000,581-M-29
581-M-29__00,2.8255,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-9.wav,0,48000,581-M-29
581-M-29__00,1.3765625,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-4.wav,0,48000,581-M-29
581-M-29__00,1.73875,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-22.wav,0,48000,581-M-29
581-M-29__00,2.0285625,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-7.wav,0,48000,581-M-29
581-M-29__00,1.5214375,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-20.wav,0,48000,581-M-29
581-M-29__1,3.9484375,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-26.wav,0,48000,581-M-29
581-M-29__00,1.593875,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-12.wav,0,48000,581-M-29
581-M-29__1,6.810125,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-24.wav,0,48000,581-M-29
581-M-29__2,6.810125,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-24.wav,48000,96000,581-M-29
581-M-29__1,3.2601875,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-25.wav,0,48000,581-M-29
581-M-29__1,3.6224375,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-13.wav,0,48000,581-M-29
581-M-29__00,2.1734375,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-21.wav,0,48000,581-M-29
581-M-29__00,1.7025625,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-27.wav,0,48000,581-M-29
581-M-29__00,1.630125,/data/processed/speech/zalo_challenge/dataset/581-M-29/581-29.wav,0,48000,581-M-29
585-F-28__00,1.520375,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-17.wav,0,48000,585-F-28
585-F-28__00,2.67875,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-30.wav,0,48000,585-F-28
585-F-28__00,1.701375,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-33.wav,0,48000,585-F-28
585-F-28__1,4.162875,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-25.wav,0,48000,585-F-28
585-F-28__00,1.95475,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-7.wav,0,48000,585-F-28
585-F-28__00,1.520375,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-16.wav,0,48000,585-F-28
585-F-28__00,1.0498125,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-29.wav,0,48000,585-F-28
585-F-28__1,6.3348125,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-26.wav,0,48000,585-F-28
585-F-28__2,6.3348125,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-26.wav,48000,96000,585-F-28
585-F-28__00,2.31675,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-8.wav,0,48000,585-F-28
585-F-28__1,3.40275,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-5.wav,0,48000,585-F-28
585-F-28__00,2.606375,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-32.wav,0,48000,585-F-28
585-F-28__00,1.448,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-15.wav,0,48000,585-F-28
585-F-28__00,1.267,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-F-28.wav,0,48000,585-F-28
585-F-28__00,1.4841875,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-10.wav,0,48000,585-F-28
585-F-28__00,1.520375,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-31.wav,0,48000,585-F-28
585-F-28__1,6.76925,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-14.wav,0,48000,585-F-28
585-F-28__2,6.76925,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-14.wav,48000,96000,585-F-28
585-F-28__00,1.7375625,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-18.wav,0,48000,585-F-28
585-F-28__00,1.77375,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-21.wav,0,48000,585-F-28
585-F-28__1,3.1493125,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-9.wav,0,48000,585-F-28
585-F-28__00,1.6651875,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-13.wav,0,48000,585-F-28
585-F-28__00,1.8461875,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-19.wav,0,48000,585-F-28
585-F-28__00,2.8959375,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-20.wav,0,48000,585-F-28
585-F-28__00,2.6063125,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-27.wav,0,48000,585-F-28
585-F-28__1,8.2171875,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-28.wav,0,48000,585-F-28
585-F-28__2,8.2171875,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-28.wav,48000,96000,585-F-28
585-F-28__1,4.6696875,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-23.wav,0,48000,585-F-28
585-F-28__00,1.267,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-6.wav,0,48000,585-F-28
585-F-28__1,5.1403125,/data/processed/speech/zalo_challenge/dataset/585-F-28/585.wav,0,48000,585-F-28
585-F-28__1,3.0045625,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-24.wav,0,48000,585-F-28
585-F-28__00,1.629,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-11.wav,0,48000,585-F-28
585-F-28__1,3.8733125,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-34.wav,0,48000,585-F-28
585-F-28__00,2.0271875,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-3.wav,0,48000,585-F-28
585-F-28__1,4.1266875,/data/processed/speech/zalo_challenge/dataset/585-F-28/585-12.wav,0,48000,585-F-28
487-M-34__1,3.73675,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-14.wav,0,48000,487-M-34
487-M-34__1,5.4130625,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-19.wav,0,48000,487-M-34
487-M-34__1,6.0405,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-10.wav,0,48000,487-M-34
487-M-34__2,6.0405,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-10.wav,48000,96000,487-M-34
487-M-34__1,5.5535625,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-13.wav,0,48000,487-M-34
487-M-34__00,1.329875,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-5.wav,0,48000,487-M-34
487-M-34__00,2.8283125,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-23.wav,0,48000,487-M-34
487-M-34__1,3.2778125,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-3.wav,0,48000,487-M-34
487-M-34__1,3.3901875,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-12.wav,0,48000,487-M-34
487-M-34__00,1.554625,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-16.wav,0,48000,487-M-34
487-M-34__00,2.996875,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-21.wav,0,48000,487-M-34
487-M-34__1,3.21225,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-2.wav,0,48000,487-M-34
487-M-34__00,1.329875,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-11.wav,0,48000,487-M-34
487-M-34__00,1.0395625,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-9.wav,0,48000,487-M-34
487-M-34__1,5.7501875,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-18.wav,0,48000,487-M-34
487-M-34__00,2.51925,/data/processed/speech/zalo_challenge/dataset/487-M-34/487.wav,0,48000,487-M-34
487-M-34__00,2.41625,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-15.wav,0,48000,487-M-34
487-M-34__1,5.95625,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-20.wav,0,48000,487-M-34
487-M-34__1,3.7273125,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-demo.wav,0,48000,487-M-34
487-M-34__1,3.7835625,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-24.wav,0,48000,487-M-34
487-M-34__00,2.247625,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-7.wav,0,48000,487-M-34
487-M-34__1,3.16075,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-22.wav,0,48000,487-M-34
487-M-34__00,1.5265625,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-17.wav,0,48000,487-M-34
487-M-34__00,2.266375,/data/processed/speech/zalo_challenge/dataset/487-M-34/487-6.wav,0,48000,487-M-34
723-F-29__00,2.66625,/data/processed/speech/zalo_challenge/dataset/723-F-29/723.wav,0,48000,723-F-29
723-F-29__1,4.7399375,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-12.wav,0,48000,723-F-29
723-F-29__1,5.036125,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-10.wav,0,48000,723-F-29
723-F-29__00,1.570125,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-9.wav,0,48000,723-F-29
723-F-29__1,5.332375,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-13.wav,0,48000,723-F-29
723-F-29__1,4.2066875,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-5.wav,0,48000,723-F-29
723-F-29__1,3.4364375,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-7.wav,0,48000,723-F-29
723-F-29__00,1.155375,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-8.wav,0,48000,723-F-29
723-F-29__00,1.155375,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-14.wav,0,48000,723-F-29
723-F-29__00,1.6738125,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-15.wav,0,48000,723-F-29
723-F-29__00,1.59975,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-20.wav,0,48000,723-F-29
723-F-29__1,4.2066875,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-21.wav,0,48000,723-F-29
723-F-29__00,2.3699375,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-4.wav,0,48000,723-F-29
723-F-29__00,2.85875,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-16.wav,0,48000,723-F-29
723-F-29__00,1.83675,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-3.wav,0,48000,723-F-29
723-F-29__1,17.0635625,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-2.wav,0,48000,723-F-29
723-F-29__2,17.0635625,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-2.wav,48000,96000,723-F-29
723-F-29__3,17.0635625,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-2.wav,96000,144000,723-F-29
723-F-29__4,17.0635625,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-2.wav,144000,192000,723-F-29
723-F-29__5,17.0635625,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-2.wav,192000,240000,723-F-29
723-F-29__00,1.896,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-19.wav,0,48000,723-F-29
723-F-29__1,3.0809375,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-6.wav,0,48000,723-F-29
723-F-29__00,1.0516875,/data/processed/speech/zalo_challenge/dataset/723-F-29/723-18.wav,0,48000,723-F-29
527-M-24__1,3.157375,/data/processed/speech/zalo_challenge/dataset/527-M-24/527-22.wav,0,48000,527-M-24
527-M-24__1,3.6336875,/data/processed/speech/zalo_challenge/dataset/527-M-24/527-23.wav,0,48000,527-M-24
527-M-24__00,2.7296875,/data/processed/speech/zalo_challenge/dataset/527-M-24/527-32.wav,0,48000,527-M-24
527-M-24__00,1.8741875,/data/processed/speech/zalo_challenge/dataset/527-M-24/527-33.wav,0,48000,527-M-24
527-M-24__00,1.460375,/data/processed/speech/zalo_challenge/dataset/527-M-24/527-15.wav,0,48000,527-M-24
527-M-24__00,1.711,/data/processed/speech/zalo_challenge/dataset/527-M-24/527-19.wav,0,48000,527-M-24
527-M-24__00,2.8355,/data/processed/speech/zalo_challenge/dataset/527-M-24/527-28.wav,0,48000,527-M-24
